xi,yi,Xr,Yr
44,62,35.55627271867318,29.46005336114126
45,62,35.55338795355209,28.440418966695717
46,62,35.55132883294952,27.42178617866138
47,62,35.55009371255803,26.40415300229511
48,62,35.54968094585606,25.38751744016813
49,62,35.55019361516695,24.371976902523965
50,62,35.55165714742083,23.357555037894084
51,62,35.55384093459003,22.34403252464852
52,62,35.55661477315342,21.33128538955448
53,62,35.5599469530916,20.319342537233616
54,62,35.563600905700646,19.573553371043193
55,62,35.56719504924338,18.828400978206457
56,62,35.57074739846668,18.083963220287718
57,62,35.57425876872371,17.340203153819733
58,62,35.57772966403043,16.59708476057287
59,62,35.581160092565554,15.854572918117386
60,62,35.584549216393604,15.1126333746353
61,62,35.58789461781276,14.371232746811392
62,62,35.59119058507587,13.630338575122394
63,62,35.59442345564516,12.889919548676225
64,62,35.597555775133515,12.149946368373143
65,62,35.60044704635117,11.410396222619886
66,62,35.60263400897027,10.67132220283287
67,62,35.60426310600592,9.932783118265156
68,62,35.605602196390144,9.194604360627146
69,62,35.60679328685452,8.456661950862326
70,62,35.60789648605899,7.718987854382874
71,62,35.60894073910715,6.981643639621992
72,62,35.60994168843447,6.244601286462532
73,62,35.61091078677247,5.50783771884887
74,62,35.61185886673479,4.771332095308555
75,62,35.61279899641177,4.035064201542974
76,62,35.61374772430301,3.299013217973782
77,62,35.614700732869274,2.5631604282732727
78,62,35.61565464849464,1.8274890482240946
79,62,35.61660398364867,1.091981825227708
80,62,35.617512205383804,0.3566161192547954
81,62,35.61785236865786,-0.37873223686385815
82,62,35.6173948324474,-1.1142161852498877
83,62,35.61641178159399,-1.8498715014324543
84,62,35.615378650152685,-2.5856371482351834
85,62,35.61433183460486,-3.3215321880221107
86,62,35.613276600561136,-4.057582044832303
87,62,35.61221239342348,-4.793813779648432
88,62,35.6111361558058,-5.530255652529859
89,62,35.61004271361814,-6.266937354777217
90,62,35.60892420405005,-7.00389061497436
91,62,35.607768670452245,-7.741150337867202
92,62,35.60655723435169,-8.478756628170366
93,62,35.605258487647134,-9.21675911668211
94,62,35.603813999915886,-9.955043954089303
95,62,35.602109182235395,-10.693528592751406
96,62,35.5998899043152,-11.432372337314646
97,62,35.59696668504917,-12.17153139864398
98,62,35.59382923271108,-12.91091099094467
99,62,35.59060921587211,-13.65050870877193
100,62,35.58733723114941,-14.39033649197948
101,62,35.58402364107048,-15.130409367298821
102,62,35.58067251177202,-15.870743520727773
103,62,35.577285413859954,-16.611355784029204
104,62,35.573862758062624,-17.352263464925407
105,62,35.57040435125852,-18.093484284278354
106,62,35.566909667452784,-18.835036342594762
107,62,35.56337807618709,-19.576938003341578
108,62,35.559213009042516,-20.318980171880312
109,62,35.557387349932704,-21.333244258020326
110,62,35.55558712310404,-22.347952819519833
111,62,35.55419182636217,-23.36290728926367
112,62,35.55327229731494,-24.378192051706193
113,62,35.55293870967275,-25.393941335309194
114,62,35.553261131080106,-26.410240593599298
115,62,35.55413521919029,-27.426962414080776
116,62,35.5555578035858,-28.444102975336396
117,62,35.55752870653547,-29.461662141691697
39,63,30.700682221120548,30.181319672417246
40,63,31.094220635001815,29.55973554262189
41,63,31.418799407194218,28.902721351201524
42,63,31.684437164243228,28.215424464749272
43,63,31.954316448283798,27.530306788615036
44,63,32.173080833450946,26.754903651971773
45,63,32.1730567576242,25.738739618770207
46,63,32.17303268179742,24.722575585568617
47,63,32.19940545092065,23.7314913431253
48,63,32.354764276171565,22.862957477613154
49,63,32.548540799378856,22.030924482867402
50,63,32.75506225059109,21.215392518223965
51,63,32.962538850057236,20.42489610929837
52,63,33.195453072964646,19.698338560738637
53,63,33.47942851988428,19.10407712119765
54,63,33.620016840451314,18.445729348693977
55,63,33.715435714536994,17.691083422722414
56,63,33.867864694882655,16.93303043990252
57,63,34.05485457191095,16.180294450095293
58,63,34.24295832810888,15.427729824122062
59,63,34.4310620843068,14.675165198148832
60,63,34.61916584050472,13.922600572175602
61,63,34.807269596702646,13.170035946202374
62,63,34.995373352900565,12.417471320229145
63,63,35.18347710909849,11.66490669425591
64,63,35.37158086529641,10.912342068282683
65,63,35.55970079495721,10.159885933621279
66,63,35.510406187771835,9.58923116408169
67,63,35.47499497058728,9.003765114813431
68,63,35.45004709938122,8.405447891796495
69,63,35.43302200164571,7.796048528771011
70,63,35.42212420554058,7.177005568385243
71,63,35.4160668147952,6.549504649217376
72,63,35.413979869804635,5.914573720365504
73,63,35.41585757863676,5.273526456175262
74,63,35.4215036731924,4.627266817208765
75,63,35.430731177605544,3.9764375822291043
76,63,35.44358983366009,3.3215593988177514
77,63,35.46053997017161,2.6630366798734646
78,63,35.48184280401419,2.00119019688855
79,63,35.505611388835305,1.3364069190780656
80,63,35.531488714494216,0.6689884977006069
81,63,35.558530277437235,0.0001150649431944268
82,63,35.531698557569705,-0.7041503593650261
83,63,35.50618980814298,-1.4071031710686084
84,63,35.483004495430386,-2.107736909212236
85,63,35.46241607649372,-2.8057786302551757
86,63,35.44474164776093,-3.5009118332400027
87,63,35.43063119506543,-4.192791291291808
88,63,35.420911409178125,-4.88067532636901
89,63,35.41513024804762,-5.563841294869819
90,63,35.413456390475964,-6.241746424994863
91,63,35.41648812550562,-6.913800769141764
92,63,35.425239125686765,-7.579350475638338
93,63,35.44122362025637,-8.237666233341912
94,63,35.46663941140271,-8.887936242786877
95,63,35.50468850168034,-9.52926680634674
96,63,35.559999097961885,-10.160789991191063
97,63,35.36909664980242,-10.927041259773905
98,63,35.17724920531275,-11.693731900492173
99,63,34.985401760823066,-12.46042254121044
100,63,34.79355431633339,-13.227113181928706
101,63,34.60170687184372,-13.993803822646962
102,63,34.409859427354036,-14.760494463365228
103,63,34.218011982864354,-15.52718510408349
104,63,34.02616453837468,-16.293875744801756
105,63,33.85010869832055,-17.059395180323477
106,63,33.7290436015534,-17.820836154751408
107,63,33.68335567581712,-18.561405007464945
108,63,33.66165314032069,-19.20684365170348
109,63,33.581880507075724,-19.893632455089396
110,63,33.48873888574453,-20.687432848850662
111,63,33.38457174128571,-21.531538918166863
112,63,33.2680499751658,-22.40030734530759
113,63,33.15768378264471,-23.281678640933777
114,63,33.06172909408569,-24.180629443200104
115,63,33.01973785407984,-25.145406185955437
116,63,33.01986016757842,-26.161554076053836
117,63,33.019982481077,-27.17770196615222
118,63,32.94603711123181,-28.156790997743293
119,63,32.65703837659791,-29.028280711285817
120,63,32.36654990639302,-29.899025053875096
121,63,32.17915013004115,-30.4631587229321
34,64,25.399123296867643,30.478657629062834
35,64,26.057335287723202,29.99305740105491
36,64,26.644050617737783,29.47072364257113
37,64,27.157401292016583,28.91069661581977
38,64,27.5956613148731,28.312089539314684
39,64,27.95717801878605,27.674053306089984
40,64,28.24057268354804,26.995922024159146
41,64,28.445401492946605,26.27772168822896
42,64,28.57134647044651,25.518272074545028
43,64,28.628908593311753,24.724070158408054
44,64,28.689905710156385,23.931473498225262
45,64,28.786210335233154,23.029156515110582
46,64,28.870956945697717,22.0935335874331
47,64,29.314154871712564,21.498477269441555
48,64,29.772499888121665,20.917812287172186
49,64,30.194790536881627,20.314161800658685
50,64,30.562499647915246,19.691614676092435
51,64,30.90011407036672,19.077377342632502
52,64,31.231769838543357,18.505938503215024
53,64,31.508001191246485,17.94326068310931
54,64,31.63742999217861,17.305863094544264
55,64,31.684076755928356,16.58902560015104
56,64,31.71102611140006,15.81972860847998
57,64,31.80768613163272,15.053095895395362
58,64,31.985450465083375,14.29894060934734
59,64,32.1735542212813,13.546375983374105
60,64,32.361657977479226,12.793811357400884
61,64,32.549761733677144,12.041246731427648
