xi,yi,Xr,Yr
36,62,35.557368591158856,29.460582779483374
37,62,35.55533353001304,28.4413588400244
38,62,35.5538806009277,27.423018895393565
39,62,35.553008641191504,26.40556117995746
40,62,35.552719751472075,25.388987907042857
41,62,35.55312134572854,24.37342969042561
42,62,35.55413736416803,23.35879340219606
43,62,35.55565168251342,22.34493712556069
44,62,35.55759267313101,21.331774612216435
45,62,35.559946586034,20.319342544216155
46,62,35.564748323073445,19.535805701312253
47,62,35.56944356566793,18.752663947383184
48,62,35.5740520081303,17.96999074674456
49,62,35.57857543124523,17.18775633836494
50,62,35.58301530332207,16.40593190779792
51,62,35.587373703797,15.62483075413075
52,62,35.591652479638284,14.844706349724534
53,62,35.59585135580558,14.065490642904
54,62,35.59996713589725,13.28711719591502
55,62,35.60398969653192,12.509520435434002
56,62,35.60788835280858,11.732633496015026
57,62,35.61154366498511,10.95637800248053
58,62,35.61457395595653,10.180677912332529
59,62,35.61712606683249,9.40557113981277
60,62,35.61942030546252,8.630925848656462
61,62,35.6215567971165,7.856655403829697
62,62,35.62358526318867,7.082698947400906
63,62,35.62553167895821,6.30900943233483
64,62,35.62741385737618,5.535546939522834
65,62,35.62924447213425,4.76227441265154
66,62,35.631029597816834,3.9891568087561255
67,62,35.63277410935342,3.2161607465666777
68,62,35.63448102334649,2.4432537440295414
69,62,35.63615118412303,1.6704036835571872
70,62,35.637780452877806,0.897577600603114
71,62,35.63933819668311,0.12473435078605635
72,62,35.64042122486899,-0.6482968906829223
73,62,35.640802200479754,-1.4217060311295984
74,62,35.640678844829054,-2.1955605682782875
75,62,35.640498948251825,-2.969741082686523
76,62,35.64029372870953,-3.7442577526499035
77,62,35.64006803304975,-4.519130105887103
78,62,35.63982187349531,-5.294380068631586
79,62,35.639554533272786,-6.070078246107856
80,62,35.63925504890964,-6.846297189293744
81,62,35.6389206099339,-7.623058847710516
82,62,35.63854628888357,-8.400381951700226
83,62,35.63813056026066,-9.17828976308471
84,62,35.6376718612663,-9.956812931599366
85,62,35.6371553866584,-10.735866404774626
86,62,35.636488542031486,-11.515425769212808
87,62,35.63553040489532,-12.29568267817278
88,62,35.63409644825882,-13.07696292388071
89,62,35.6320081608966,-13.859347932975512
90,62,35.629747500310025,-14.642391569197576
91,62,35.62742268170088,-15.426033630445303
92,62,35.62505396319221,-16.210290608332922
93,62,35.62264655186851,-16.99519239002867
94,62,35.620200750241395,-17.7807733788979
95,62,35.61771404385639,-18.567070520274847
96,62,35.615180934789166,-19.354123090507596
97,62,35.61259101248224,-20.14197355180149
98,62,35.60992341953362,-20.930670257150457
99,62,35.607129851090896,-21.720275841726853
100,62,35.60406325517374,-22.510900983265092
101,62,35.6002872293288,-23.302691284320336
102,62,35.596188985388984,-24.09550824079453
103,62,35.591928285246375,-24.88937177015011
104,62,35.58755824789656,-25.684317901421213
105,62,35.583103091175325,-26.480384758465668
106,62,35.57857476757346,-27.27761221611273
107,62,35.57397927387454,-28.076041807970554
108,62,35.56931941996638,-28.875716682031285
109,62,35.564596253323884,-29.67668122931212
110,62,35.55904644934318,-30.478446219472282
31,63,30.753576233195815,30.215324429776967
32,63,31.288535074988175,29.680752129597508
33,63,31.816042376271284,29.142736208777407
34,63,32.350849309599525,28.608093706319387
35,63,32.88319681079646,28.071236903708385
36,63,33.01956077748035,27.17786458800505
37,63,33.01954271883423,26.161703561410267
38,63,33.01952466018812,25.145542534815487
39,63,33.06174946575805,24.1809289257328
40,63,33.15786701434908,23.28207865388909
41,63,33.26711313522993,22.400624239453688
42,63,33.3666757616775,21.528227309259236
43,63,33.454255257241066,20.671966713834248
44,63,33.535307844289335,19.854781390397402
45,63,33.612588026342806,19.131951610743364
46,63,33.64515226115988,18.448760532335474
47,63,33.71275917507762,17.6907140987158
48,63,33.86680831920215,16.932956008701844
49,63,34.05494400879512,16.18044521229825
50,63,34.24307969838809,15.427934415894663
51,63,34.431215387981055,14.675423619491069
52,63,34.619351077574024,13.92291282308748
53,63,34.80748676716699,13.17040202668388
54,63,34.99562245675996,12.417891230280288
55,63,35.18375814635292,11.6653804338767
56,63,35.37189383594589,10.912869637473102
57,63,35.55998102025221,10.160378211019673
58,63,35.510405790395836,9.531299946915546
59,63,35.475508789985334,8.891361362086997
60,63,35.45138150858006,8.241722213444593
61,63,35.43533699386628,7.583444083848627
62,63,35.42552611096324,6.917457023861421
63,63,35.42067809564857,6.244573026093908
64,63,35.41997178519119,5.5655159933717115
65,63,35.423601263411655,4.881438906008329
66,63,35.43183868301585,4.1932098308698365
67,63,35.44511914014533,3.5013587897666505
68,63,35.46283191088494,2.8062770681029328
69,63,35.483457770681575,2.1082842856947277
70,63,35.50667989180143,1.4076970486639795
71,63,35.53222575349179,0.7047876881226657
72,63,35.55970316452937,-4.86363067068807e-05
73,63,35.54326223823344,-0.6544010488914428
74,63,35.52914393695815,-1.3136421754611478
75,63,35.51732314270832,-1.9760631014403212
76,63,35.507600067877796,-2.640044195628331
77,63,35.49983942499676,-3.3039979476213843
78,63,35.4944039229575,-3.966251862235005
79,63,35.49092838305701,-4.625233516036843
80,63,35.48905337286119,-5.279217336033367
81,63,35.488678314054596,-5.9262427799777315
82,63,35.48987484729247,-6.564000030443486
83,63,35.49286746854982,-7.189675457955052
84,63,35.49821737192842,-7.803898217790331
85,63,35.506644103634436,-8.408663353425526
86,63,35.51892083690386,-9.003008835319019
87,63,35.53612140496492,-9.585854686127922
88,63,35.558259184424884,-10.159545952787395
89,63,35.51805961323928,-11.019382859196442
90,63,35.48088741543283,-11.878558620329297
91,63,35.44820616549825,-12.736243431220036
92,63,35.42072965697667,-13.592200319481659
93,63,35.39933019823688,-14.446139687366129
94,63,35.38508633598618,-15.297703468051076
95,63,35.379347817401865,-16.14644355883187
96,63,35.3838266010996,-16.991791606283062
97,63,35.40072711416876,-17.833015762687793
98,63,35.43318517346846,-18.669074390934636
99,63,35.48487270196955,-19.498748823924785
100,63,35.5599969199265,-20.320644603926482
101,63,35.30869517486577,-21.137250485847275
102,63,35.04641702822402,-21.944212392536002
103,63,34.77434477428232,-22.74179036691862
104,63,34.495869791958654,-23.533233757732702
105,63,34.22328616185023,-24.33032177226656
106,63,33.95572349279516,-25.132220471142887
107,63,33.68816082374008,-25.9341191700192
108,63,33.42059815468501,-26.736017868895537
109,63,33.153035485629935,-27.537916567771845
110,63,32.73713997559187,-28.221185752206576
111,63,32.17269607801926,-28.785653038373052
112,63,31.608252180446648,-29.35012032453953
113,63,31.047586764275483,-29.915909301903923
114,63,30.473751817442448,-30.47513853155785
26,64,25.399121465875496,30.47866623062454
27,64,26.064885644480352,30.004543706862957
28,64,26.69113938678018,29.51216201188548
29,64,27.277646016956652,29.001411769418556
30,64,27.824720058012335,28.47243833167524
31,64,28.333495905785117,27.925765943127793
32,64,28.80698040237258,27.362784171946416
33,64,29.253202975157702,26.787203700752237
34,64,29.697480864214803,26.21072452236899
35,64,30.211713939807726,25.666574111973425
36,64,30.47917611844541,24.891233336035175
37,64,30.47915805979928,23.875072309440384
38,64,30.606914690579632,23.014830048904123
39,64,30.849639257120742,22.294878942747296
40,64,31.090376032414106,21.579685544115495
41,64,31.28802445253649,20.847736644415697
42,64,31.44732884596972,20.10635523098545
43,64,31.575844023949198,19.3692998794716
